time,q_desired_1,q_desired_2,q_desired_3,q_desired_4,q_desired_5,q_desired_6,q_desired_7,q_actual_1,q_actual_2,q_actual_3,q_actual_4,q_actual_5,q_actual_6,q_actual_7,dq_desired_1,dq_desired_2,dq_desired_3,dq_desired_4,dq_desired_5,dq_desired_6,dq_desired_7,dq_actual_1,dq_actual_2,dq_actual_3,dq_actual_4,dq_actual_5,dq_actual_6,dq_actual_7,tau_J_1,tau_J_2,tau_J_3,tau_J_4,tau_J_5,tau_J_6,tau_J_7,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7,tau_impedance_1,tau_impedance_2,tau_impedance_3,tau_impedance_4,tau_impedance_5,tau_impedance_6,tau_impedance_7,tau_inertia_1,tau_inertia_2,tau_inertia_3,tau_inertia_4,tau_inertia_5,tau_inertia_6,tau_inertia_7,tau_coriolis_1,tau_coriolis_2,tau_coriolis_3,tau_coriolis_4,tau_coriolis_5,tau_coriolis_6,tau_coriolis_7,tau_gravity_1,tau_gravity_2,tau_gravity_3,tau_gravity_4,tau_gravity_5,tau_gravity_6,tau_gravity_7,tau_k_1,tau_k_2,tau_k_3,tau_k_4,tau_k_5,tau_k_6,tau_k_7,tau_d_1,tau_d_2,tau_d_3,tau_d_4,tau_d_5,tau_d_6,tau_d_7
3.089000,-0.712838,-0.392061,-0.855405,-1.876747,-1.710810,2.732152,1.200167,-0.707966,-0.389098,-0.852419,-1.875536,-1.683906,2.725237,1.185599,-0.334525,-0.183989,-0.401430,-0.143581,-0.802860,0.545011,0.931752,-0.343505,-0.185353,-0.423998,-0.146091,-0.802570,0.550282,0.901366,-0.885866,-5.900991,7.533875,17.309465,0.847844,0.915399,0.139748,-2.215176,-1.644835,-0.210127,-0.747970,-1.349526,0.961212,1.184344,-2.473855,-1.709628,-0.663099,-0.601157,-1.351030,0.905498,1.184160,0.269976,0.244293,0.316351,-0.017677,0.011393,0.015043,-0.000778,-0.011297,-0.179501,0.136621,-0.129136,-0.009889,0.040672,0.000962,0.000000,-5.431389,6.830221,17.513107,1.442109,0.273162,0.018843,-2.922856,-1.777847,-1.791508,-0.726652,-1.345242,1.037256,0.728372,0.449001,0.068219,1.128409,0.125495,-0.005788,-0.131759,0.455788
3.090000,-0.713172,-0.392245,-0.855807,-1.876891,-1.711613,2.732697,1.201098,-0.708307,-0.389284,-0.852850,-1.875688,-1.684698,2.725793,1.186510,-0.334391,-0.183915,-0.401270,-0.143524,-0.802539,0.544794,0.931380,-0.341765,-0.185255,-0.427822,-0.148205,-0.793616,0.550764,0.891955,-0.909670,-5.928762,7.458497,17.333269,0.842351,0.876031,0.219399,-2.290789,-1.645284,0.008111,-0.634755,-1.522620,0.942342,1.320966,-2.550158,-1.709430,-0.446111,-0.487452,-1.524213,0.886283,1.320782,0.270386,0.244662,0.316818,-0.017687,0.011426,0.015051,-0.000780,-0.011017,-0.180516,0.137404,-0.129617,-0.009833,0.041008,0.000964,-0.000000,-5.418602,6.835868,17.511528,1.442503,0.272547,0.018819,-2.918854,-1.776424,-1.773737,-0.721484,-1.345743,1.035552,0.729405,0.368696,0.066994,1.327626,0.234032,-0.178470,-0.149270,0.591378
3.091000,-0.713506,-0.392429,-0.856208,-1.877034,-1.712415,2.733242,1.202029,-0.708640,-0.389482,-0.853271,-1.875839,-1.685487,2.726340,1.187440,-0.334257,-0.183842,-0.401109,-0.143467,-0.802218,0.544576,0.931007,-0.340167,-0.188376,-0.424191,-0.145069,-0.793738,0.545611,0.918749,-0.961245,-5.825613,7.307740,17.309465,0.847844,0.863214,0.192849,-2.363333,-1.471397,-0.153733,-0.786223,-1.514582,1.065052,0.913509,-2.624623,-1.541353,-0.608147,-0.636994,-1.516005,1.009384,0.913358,0.270792,0.245031,0.317283,-0.017698,0.011459,0.015060,-0.000782,-0.009503,-0.175075,0.137132,-0.131531,-0.010036,0.040608,0.000932,-0.000000,-5.405599,6.841643,17.509891,1.442888,0.271931,0.018794,-2.920118,-1.768054,-1.762243,-0.717115,-1.346403,1.035278,0.729489,0.295495,0.226701,1.154096,0.080121,-0.169602,-0.025894,0.183869
3.092000,-0.713841,-0.392612,-0.856609,-1.877178,-1.713217,2.733786,1.202960,-0.708975,-0.389661,-0.853699,-1.875982,-1.686284,2.726892,1.188360,-0.334123,-0.183768,-0.400948,-0.143409,-0.801896,0.544357,0.930634,-0.333547,-0.186391,-0.425702,-0.142032,-0.792409,0.542064,0.928932,-1.084231,-5.900991,7.180787,17.257891,0.818548,0.810113,0.186440,-2.687708,-1.567062,-0.057436,-0.935007,-1.535022,1.146508,0.755705,-2.948146,-1.639372,-0.507915,-0.786221,-1.536430,1.091501,0.755563,0.271203,0.245400,0.317750,-0.017707,0.011492,0.015068,-0.000783,-0.010765,-0.173090,0.132728,-0.131079,-0.010085,0.039938,0.000925,-0.000000,-5.393010,6.847172,17.508326,1.443271,0.271301,0.018770,-2.919311,-1.770532,-1.745615,-0.717353,-1.346684,1.034163,0.730034,-0.028834,0.131160,1.237700,-0.068867,-0.189745,0.057338,0.025529
3.093000,-0.714175,-0.392796,-0.857010,-1.877321,-1.714019,2.734331,1.203891,-0.709310,-0.389852,-0.854129,-1.876123,-1.687074,2.727438,1.189286,-0.333989,-0.183694,-0.400787,-0.143352,-0.801574,0.544139,0.930260,-0.338439,-0.188624,-0.422783,-0.140098,-0.787518,0.556059,0.924532,-1.131838,-5.952566,7.153016,17.210283,0.818548,0.757013,0.245949,-2.433993,-1.446271,-0.174822,-1.031595,-1.627069,0.791225,0.816286,-2.696197,-1.520206,-0.628723,-0.881231,-1.628366,0.735902,0.816165,0.271612,0.245771,0.318217,-0.017718,0.011526,0.015077,-0.000785,-0.009408,-0.171836,0.135684,-0.132646,-0.010228,0.040246,0.000906,0.000000,-5.380052,6.852886,17.506700,1.443652,0.270680,0.018744,-2.918687,-1.766687,-1.728495,-0.718548,-1.347237,1.033924,0.730247,0.222490,0.246482,1.099772,-0.162683,-0.281130,-0.298022,0.085918
3.094000,-0.714509,-0.392980,-0.857410,-1.877464,-1.714821,2.734875,1.204821,-0.709644,-0.390037,-0.854562,-1.876260,-1.687859,2.727978,1.190222,-0.333855,-0.183620,-0.400626,-0.143294,-0.801252,0.543920,0.929886,-0.336677,-0.186447,-0.431199,-0.137027,-0.788330,0.552350,0.928055,-1.231020,-6.055715,7.180787,17.107134,0.788335,0.789972,0.166299,-2.518062,-1.556082,0.272456,-1.186513,-1.605324,0.879501,0.757523,-2.777601,-1.624431,-0.180227,-1.035731,-1.606513,0.823681,0.757391,0.272022,0.246143,0.318684,-0.017729,0.011559,0.015085,-0.000787,-0.012484,-0.177793,0.133999,-0.133053,-0.010370,0.040734,0.000919,0.000000,-5.367166,6.858549,17.505092,1.444027,0.270065,0.018719,-2.918724,-1.765774,-1.708888,-0.722384,-1.348091,1.034434,0.729922,0.141124,0.141342,1.528661,-0.313347,-0.258422,-0.210753,0.027470
3.095000,-0.714842,-0.393163,-0.857811,-1.877608,-1.715622,2.735418,1.205750,-0.709985,-0.390233,-0.854984,-1.876403,-1.688655,2.728529,1.191162,-0.333720,-0.183546,-0.400464,-0.143236,-0.800928,0.543700,0.929511,-0.338095,-0.186707,-0.424283,-0.141157,-0.787810,0.552644,0.928211,-1.207216,-6.079519,7.101441,17.031755,0.788335,0.744195,0.219399,-2.433803,-1.527111,-0.051213,-0.975531,-1.609198,0.865274,0.749067,-2.695619,-1.599869,-0.505310,-0.826497,-1.610704,0.809796,0.748936,0.272428,0.246512,0.319148,-0.017740,0.011592,0.015094,-0.000789,-0.010611,-0.173754,0.134949,-0.131294,-0.010086,0.040384,0.000920,0.000000,-5.354125,6.864317,17.503424,1.444411,0.269434,0.018693,-2.914337,-1.757916,-1.696252,-0.722554,-1.348330,1.033383,0.729443,0.218718,0.158048,1.190943,-0.103943,-0.262374,-0.223587,0.019493
3.096000,-0.715176,-0.393347,-0.858211,-1.877751,-1.716422,2.735962,1.206680,-0.710309,-0.390420,-0.855407,-1.876553,-1.689431,2.729057,1.192116,-0.333585,-0.183472,-0.400302,-0.143178,-0.800605,0.543481,0.929135,-0.338942,-0.184756,-0.422176,-0.144001,-0.800382,0.550085,0.929980,-1.330202,-6.182668,7.101441,17.031755,0.812139,0.770746,0.219399,-2.391191,-1.619338,-0.135265,-0.824765,-1.352274,0.925996,0.715686,-2.652350,-1.691770,-0.588627,-0.677652,-1.354015,0.870701,0.715527,0.272836,0.246879,0.319613,-0.017750,0.011626,0.015102,-0.000790,-0.011678,-0.174447,0.133750,-0.129363,-0.009885,0.040192,0.000949,0.000000,-5.341424,6.869943,17.501862,1.444769,0.268842,0.018666,-2.920167,-1.755996,-1.682319,-0.718790,-1.349561,1.035816,0.728200,0.267817,0.064226,1.093692,0.041139,-0.004454,-0.165115,-0.012673
3.097000,-0.715510,-0.393530,-0.858611,-1.877894,-1.717223,2.736505,1.207609,-0.710643,-0.390615,-0.855819,-1.876700,-1.690220,2.729584,1.193064,-0.333450,-0.183398,-0.400140,-0.143120,-0.800281,0.543261,0.928759,-0.335820,-0.185118,-0.415014,-0.143345,-0.797679,0.542281,0.938066,-1.457155,-6.206472,7.002259,17.059526,0.788335,0.803705,0.219399,-2.538320,-1.583550,-0.480234,-0.850510,-1.400274,1.117013,0.587791,-2.801309,-1.662984,-0.932047,-0.704812,-1.402187,1.062641,0.587658,0.273241,0.247246,0.320076,-0.017761,0.011659,0.015111,-0.000792,-0.010253,-0.167812,0.131738,-0.127937,-0.009746,0.039261,0.000925,0.000000,-5.328636,6.875629,17.500248,1.445125,0.268226,0.018639,-2.919777,-1.749007,-1.675705,-0.716060,-1.350141,1.038140,0.727261,0.118469,0.086023,0.743658,0.011249,-0.052046,0.024501,-0.139603
3.098000,-0.715843,-0.393714,-0.859012,-1.878037,-1.718023,2.737048,1.208537,-0.710977,-0.390817,-0.856232,-1.876842,-1.691015,2.730119,1.194019,-0.333315,-0.183323,-0.399978,-0.143062,-0.799956,0.543040,0.928383,-0.331700,-0.186881,-0.412168,-0.142670,-0.801228,0.533369,0.941088,-1.552370,-6.182668,6.875306,17.083330,0.794744,0.810113,0.245949,-2.736080,-1.475260,-0.607452,-0.883018,-1.323053,1.334983,0.535459,-3.000449,-1.560283,-1.057954,-0.736426,-1.324954,1.281247,0.535343,0.273645,0.247614,0.320538,-0.017773,0.011692,0.015119,-0.000794,-0.009277,-0.162590,0.129964,-0.128820,-0.009791,0.038617,0.000910,0.000000,-5.315553,6.881438,17.498566,1.445487,0.267596,0.018612,-2.919708,-1.738144,-1.667453,-0.716831,-1.350392,1.039451,0.725926,-0.080741,0.177862,0.609499,-0.019595,0.025438,0.241796,-0.190584
3.099000,-0.716176,-0.393897,-0.859411,-1.878180,-1.718823,2.737591,1.209466,-0.711310,-0.391012,-0.856638,-1.876986,-1.691794,2.730644,1.194973,-0.333180,-0.183249,-0.399816,-0.143004,-0.799631,0.542820,0.928006,-0.332683,-0.187233,-0.406669,-0.142498,-0.793304,0.524364,0.948181,-1.603945,-6.206472,6.875306,17.134905,0.764531,0.764337,0.199258,-2.678486,-1.443798,-0.870162,-0.886214,-1.475838,1.556978,0.422096,-2.944425,-1.531964,-1.321663,-0.741508,-1.477964,1.503479,0.422004,0.274048,0.247980,0.321000,-0.017785,0.011726,0.015127,-0.000796,-0.008110,-0.159813,0.130501,-0.126922,-0.009599,0.038372,0.000888,0.000000,-5.302851,6.887083,17.496945,1.445841,0.266985,0.018585,-2.919562,-1.731173,-1.664322,-0.716185,-1.351421,1.042087,0.724627,-0.024863,0.199209,0.342660,-0.025322,-0.126543,0.461391,-0.302624
3.100000,-0.716509,-0.394080,-0.859811,-1.878323,-1.719622,2.738134,1.210393,-0.711641,-0.391193,-0.857040,-1.877126,-1.692590,2.731177,1.195942,-0.333044,-0.183174,-0.399653,-0.142946,-0.799306,0.542599,0.927628,-0.328878,-0.185456,-0.403002,-0.145651,-0.786820,0.521273,0.944051,-1.703127,-6.309621,6.799928,17.059526,0.747136,0.724054,0.159890,-2.861780,-1.525726,-1.045029,-0.725304,-1.598858,1.629624,0.476284,-3.128989,-1.617914,-1.495221,-0.583017,-1.601324,1.576746,0.476194,0.274455,0.248346,0.321464,-0.017795,0.011759,0.015135,-0.000798,-0.007246,-0.156157,0.128729,-0.124491,-0.009294,0.037742,0.000887,0.000000,-5.290593,6.892492,17.495378,1.446190,0.266345,0.018558,-2.920690,-1.731992,-1.662687,-0.718252,-1.351606,1.043594,0.722546,-0.208299,0.114077,0.167466,0.135235,-0.249717,0.533152,-0.246352
3.101000,-0.716842,-0.394263,-0.860211,-1.878466,-1.720421,2.738677,1.211321,-0.711963,-0.391383,-0.857427,-1.877278,-1.693378,2.731690,1.196899,-0.332908,-0.183100,-0.399490,-0.142888,-0.798980,0.542378,0.927250,-0.329182,-0.185067,-0.403300,-0.148638,-0.788816,0.517790,0.944154,-1.826113,-6.361196,6.772157,17.134905,0.759038,0.744195,0.285317,-2.846369,-1.538007,-1.028307,-0.567176,-1.552808,1.715778,0.467625,-3.113961,-1.629868,-1.479446,-0.425499,-1.555441,1.662742,0.467524,0.274857,0.248708,0.321924,-0.017806,0.011793,0.015144,-0.000799,-0.007265,-0.156846,0.129215,-0.123871,-0.009159,0.037892,0.000901,0.000000,-5.278409,6.897933,17.493833,1.446519,0.265724,0.018532,-2.927625,-1.728253,-1.669938,-0.713023,-1.352155,1.048062,0.721094,-0.186336,0.098385,0.190492,0.287524,-0.203286,0.614679,-0.253570
3.102000,-0.717175,-0.394446,-0.860610,-1.878609,-1.721220,2.739219,1.212248,-0.712303,-0.391572,-0.857826,-1.877424,-1.694180,2.732197,1.197868,-0.332772,-0.183025,-0.399327,-0.142829,-0.798654,0.542156,0.926871,-0.332111,-0.188288,-0.403355,-0.148200,-0.786715,0.514909,0.956917,-1.826113,-6.408803,6.772157,17.107134,0.806646,0.882440,0.199258,-2.687123,-1.369123,-1.014649,-0.585801,-1.588270,1.787975,0.268383,-2.956314,-1.461642,-1.469211,-0.442089,-1.590801,1.734421,0.268297,0.275261,0.249071,0.322386,-0.017817,0.011826,0.015152,-0.000801,-0.006071,-0.156551,0.132176,-0.125895,-0.009294,0.038401,0.000887,0.000000,-5.266026,6.903445,17.492275,1.446835,0.265089,0.018505,-2.923251,-1.724787,-1.670621,-0.710605,-1.352035,1.053245,0.718994,-0.033063,0.263144,0.201409,0.268516,-0.238767,0.681176,-0.450697
3.103000,-0.717508,-0.394629,-0.861009,-1.878752,-1.722019,2.739761,1.213175,-0.712630,-0.391764,-0.858207,-1.877568,-1.694982,2.732726,1.198838,-0.332636,-0.182950,-0.399163,-0.142771,-0.798327,0.541934,0.926491,-0.327588,-0.188739,-0.391388,-0.146450,-0.791526,0.519170,0.949192,-1.976870,-6.408803,6.696778,17.134905,0.812139,0.855890,0.159890,-2.907972,-1.326412,-1.619294,-0.669051,-1.485186,1.676211,0.376394,-3.179391,-1.429986,-2.070366,-0.526454,-1.487833,1.624332,0.376335,0.275662,0.249433,0.322846,-0.017828,0.011860,0.015160,-0.000803,-0.004243,-0.145860,0.128225,-0.124769,-0.009214,0.036719,0.000862,-0.000000,-5.253808,6.908881,17.490669,1.447175,0.264435,0.018479,-2.926965,-1.719444,-1.681576,-0.710416,-1.351817,1.055218,0.716840,-0.252426,0.289458,-0.388789,0.183962,-0.136016,0.569114,-0.340504
3.104000,-0.717840,-0.394812,-0.861408,-1.878894,-1.722817,2.740303,1.214101,-0.712956,-0.391945,-0.858589,-1.877710,-1.695771,2.733248,1.199781,-0.332500,-0.182875,-0.399000,-0.142712,-0.797999,0.541712,0.926112,-0.325762,-0.183967,-0.391319,-0.147327,-0.790921,0.522141,0.949199,-2.076052,-6.488149,6.696778,17.134905,0.788335,0.843072,0.258767,-2.997272,-1.563176,-1.627069,-0.618856,-1.490927,1.599062,0.369739,-3.267231,-1.665442,-2.075709,-0.479555,-1.493858,1.547500,0.369662,0.276065,0.249795,0.323307,-0.017838,0.011894,0.015168,-0.000805,-0.006105,-0.147529,0.125333,-0.121463,-0.008963,0.036393,0.000882,0.000000,-5.241903,6.914162,17.489129,1.447511,0.263800,0.018454,-2.930345,-1.720029,-1.691659,-0.710274,-1.352281,1.058220,0.715980,-0.336886,0.054587,-0.384049,0.230719,-0.141577,0.489281,-0.346318
3.105000,-0.718173,-0.394995,-0.861807,-1.879037,-1.723615,2.740844,1.215027,-0.713290,-0.392131,-0.858962,-1.877856,-1.696573,2.733773,1.200756,-0.332363,-0.182800,-0.398836,-0.142654,-0.797672,0.541489,0.925731,-0.325059,-0.183499,-0.383192,-0.145152,-0.796428,0.520492,0.955508,-2.099856,-6.436574,6.645204,17.134905,0.794744,0.896173,0.186440,-3.024402,-1.576048,-2.042682,-0.721125,-1.373929,1.636237,0.266935,-3.295017,-1.683509,-2.489375,-0.583507,-1.376975,1.585574,0.266872,0.276465,0.250155,0.323766,-0.017849,0.011927,0.015176,-0.000806,-0.005850,-0.142694,0.122928,-0.119769,-0.008881,0.035486,0.000870,0.000000,-5.230045,6.919439,17.487574,1.447843,0.263147,0.018427,-2.929798,-1.718462,-1.707166,-0.708446,-1.352103,1.060634,0.713526,-0.365220,0.034953,-0.782209,0.124939,-0.024873,0.524941,-0.446654
3.106000,-0.718505,-0.395178,-0.862206,-1.879180,-1.724412,2.741386,1.215952,-0.713615,-0.392316,-0.859345,-1.878010,-1.697372,2.734296,1.201725,-0.332226,-0.182724,-0.398672,-0.142595,-0.797343,0.541267,0.925350,-0.328114,-0.184120,-0.382734,-0.148354,-0.798536,0.522970,0.953532,-2.147463,-6.460378,6.672975,17.210283,0.728826,0.888849,0.152566,-2.867861,-1.540638,-2.064103,-0.551396,-1.324972,1.571844,0.288736,-3.139406,-1.647586,-2.513389,-0.413679,-1.328141,1.520793,0.288662,0.276867,0.250514,0.324225,-0.017859,0.011961,0.015184,-0.000808,-0.005322,-0.143566,0.125061,-0.119858,-0.008793,0.035867,0.000882,0.000000,-5.218094,6.924767,17.486045,1.448172,0.262514,0.018401,-2.933785,-1.717344,-1.716512,-0.701620,-1.351991,1.063387,0.711383,-0.205621,0.069757,-0.796877,0.287941,0.023850,0.457405,-0.422721
3.107000,-0.718837,-0.395360,-0.862605,-1.879322,-1.725209,2.741927,1.216877,-0.713945,-0.392497,-0.859717,-1.878162,-1.698171,2.734829,1.202669,-0.332089,-0.182649,-0.398507,-0.142536,-0.797014,0.541043,0.924969,-0.327095,-0.184398,-0.378084,-0.151519,-0.798575,0.527514,0.946743,-2.199038,-6.460378,6.672975,17.210283,0.747136,0.941949,0.186440,-2.911532,-1.519367,-2.303949,-0.384068,-1.317367,1.453540,0.383894,-3.184919,-1.630650,-2.753540,-0.246925,-1.320723,1.402913,0.383819,0.277268,0.250872,0.324683,-0.017869,0.011995,0.015192,-0.000810,-0.003880,-0.139589,0.124909,-0.119274,-0.008639,0.035436,0.000885,-0.000000,-5.206423,6.929963,17.484522,1.448513,0.261872,0.018377,-2.935224,-1.718111,-1.732387,-0.696095,-1.351932,1.064690,0.710432,-0.249696,0.087461,-1.021153,0.449170,0.031208,0.338223,-0.326613
3.108000,-0.719169,-0.395543,-0.863003,-1.879465,-1.726006,2.742468,1.217802,-0.714275,-0.392682,-0.860089,-1.878310,-1.698975,2.735382,1.203621,-0.331952,-0.182574,-0.398343,-0.142477,-0.796685,0.540820,0.924586,-0.326080,-0.184178,-0.376450,-0.148659,-0.796391,0.534710,0.942786,-2.246645,-6.385000,6.645204,17.234087,0.764531,0.888849,0.212990,-2.956698,-1.522791,-2.394444,-0.521013,-1.354140,1.265939,0.436133,-3.230415,-1.636393,-2.843255,-0.383575,-1.357451,1.215636,0.436071,0.277667,0.251230,0.325140,-0.017879,0.012029,0.015199,-0.000812,-0.003950,-0.137628,0.123671,-0.119559,-0.008718,0.035104,0.000874,-0.000000,-5.194618,6.935203,17.482940,1.448876,0.261217,0.018352,-2.936799,-1.716626,-1.748626,-0.692688,-1.351563,1.062879,0.709059,-0.293616,0.080233,-1.094629,0.309113,-0.005888,0.152756,-0.272988
3.109000,-0.719501,-0.395726,-0.863401,-1.879607,-1.726803,2.743009,1.218727,-0.714607,-0.392857,-0.860457,-1.878461,-1.699773,2.735935,1.204589,-0.331815,-0.182498,-0.398178,-0.142418,-0.796355,0.540596,0.924204,-0.327152,-0.178927,-0.372887,-0.149507,-0.801712,0.546838,0.964173,-2.222842,-6.385000,6.621400,17.257891,0.794744,0.777154,0.119607,-2.897728,-1.787055,-2.584998,-0.467103,-1.240779,0.954934,0.107439,-3.169861,-1.899727,-3.031452,-0.333374,-1.244357,0.905038,0.107348,0.278068,0.251586,0.325598,-0.017888,0.012064,0.015206,-0.000814,-0.005935,-0.138915,0.120856,-0.115841,-0.008486,0.034691,0.000905,0.000000,-5.183223,6.940250,17.481426,1.449236,0.260569,0.018326,-2.936725,-1.721154,-1.766937,-0.687818,-1.351485,1.061077,0.706884,-0.233136,-0.178573,-1.264516,0.354444,0.107129,-0.156039,-0.599537
3.110000,-0.719833,-0.395908,-0.863800,-1.879749,-1.727599,2.743549,1.219651,-0.714936,-0.393032,-0.860828,-1.878607,-1.700582,2.736482,1.205515,-0.331677,-0.182422,-0.398013,-0.142359,-0.796025,0.540372,0.923821,-0.326360,-0.179468,-0.374504,-0.149052,-0.796025,0.544249,0.950667,-2.222842,-6.333425,6.645204,17.234087,0.830449,0.810113,0.205666,-2.931143,-1.760451,-2.510666,-0.485264,-1.347232,1.013192,0.304151,-3.203908,-1.873450,-2.958046,-0.351036,-1.350842,0.963149,0.304071,0.278469,0.251944,0.326056,-0.017898,0.012098,0.015213,-0.000815,-0.005704,-0.138945,0.121324,-0.116330,-0.008488,0.034829,0.000895,-0.000000,-5.171731,6.945330,17.479902,1.449587,0.259908,0.018303,-2.938050,-1.725714,-1.782613,-0.685680,-1.350846,1.060084,0.706765,-0.265858,-0.147736,-1.175433,0.334644,0.000004,-0.096935,-0.402694
3.111000,-0.720165,-0.396090,-0.864197,-1.879892,-1.728395,2.744089,1.220574,-0.715262,-0.393208,-0.861212,-1.878757,-1.701394,2.737025,1.206459,-0.331539,-0.182347,-0.397847,-0.142300,-0.795695,0.540147,0.923437,-0.336542,-0.177674,-0.372543,-0.151119,-0.796693,0.559810,0.947589,-2.246645,-6.361196,6.672975,17.309465,0.866155,0.822931,0.212990,-2.419109,-1.854464,-2.605256,-0.372339,-1.326240,0.618940,0.343566,-2.691567,-1.962823,-3.056711,-0.239870,-1.330059,0.568073,0.343463,0.278871,0.252302,0.326514,-0.017907,0.012132,0.015220,-0.000817,-0.006413,-0.143943,0.124941,-0.114562,-0.008314,0.035647,0.000920,0.000000,-5.160019,6.950515,17.478378,1.449930,0.259257,0.018279,-2.941695,-1.729205,-1.791480,-0.680826,-1.350019,1.059630,0.705750,0.250129,-0.233618,-1.265231,0.440956,0.019960,-0.491557,-0.362287
3.112000,-0.720496,-0.396273,-0.864595,-1.880034,-1.729190,2.744629,1.221498,-0.715601,-0.393381,-0.861574,-1.878906,-1.702191,2.737584,1.207382,-0.331401,-0.182271,-0.397682,-0.142241,-0.795363,0.539923,0.923052,-0.336468,-0.174152,-0.371739,-0.150449,-0.804097,0.562367,0.943049,-2.147463,-6.361196,6.593629,17.309465,0.835943,0.789972,0.205666,-2.412720,-2.034034,-2.660753,-0.396933,-1.171318,0.546230,0.405938,-2.683434,-2.141094,-3.109937,-0.266608,-1.175287,0.495658,0.405814,0.279270,0.252657,0.326971,-0.017916,0.012167,0.015227,-0.000819,-0.008556,-0.145596,0.122213,-0.112409,-0.008197,0.035345,0.000943,0.000000,-5.148789,6.955479,17.476865,1.450298,0.258608,0.018256,-2.936779,-1.735141,-1.812781,-0.677033,-1.349961,1.056774,0.705767,0.253344,-0.405953,-1.297156,0.410424,0.174674,-0.561116,-0.299952
3.113000,-0.720827,-0.396455,-0.864993,-1.880176,-1.729986,2.745169,1.222420,-0.715930,-0.393552,-0.861961,-1.879058,-1.702997,2.738151,1.208327,-0.331263,-0.182195,-0.397516,-0.142182,-0.795032,0.539697,0.922668,-0.333332,-0.170999,-0.373036,-0.155108,-0.798048,0.565380,0.939613,-2.175234,-6.385000,6.621400,17.408648,0.800237,0.717645,0.133340,-2.564338,-2.194927,-2.595085,-0.152826,-1.284807,0.461074,0.450622,-2.835058,-2.301733,-3.043356,-0.024637,-1.289096,0.410612,0.450478,0.279673,0.253013,0.327428,-0.017924,0.012201,0.015233,-0.000821,-0.008952,-0.146207,0.120842,-0.110265,-0.007912,0.035228,0.000964,0.000000,-5.137220,6.960574,17.475347,1.450671,0.257967,0.018233,-2.938504,-1.741965,-1.819368,-0.670958,-1.349426,1.052670,0.704661,0.103446,-0.559767,-1.223988,0.646322,0.060330,-0.642057,-0.254183
3.114000,-0.721159,-0.396637,-0.865390,-1.880318,-1.730780,2.745709,1.223343,-0.716251,-0.393724,-0.862338,-1.879200,-1.703786,2.738707,1.209248,-0.331125,-0.182119,-0.397350,-0.142122,-0.794700,0.539472,0.922282,-0.328217,-0.169625,-0.374241,-0.150543,-0.805196,0.566035,0.924575,-2.199038,-6.361196,6.621400,17.408648,0.752630,0.704828,0.179116,-2.820318,-2.264116,-2.542367,-0.378554,-1.135635,0.436029,0.670487,-3.089720,-2.372692,-2.986783,-0.249852,-1.139800,0.386231,0.670345,0.280074,0.253371,0.327885,-0.017933,0.012236,0.015240,-0.000823,-0.010671,-0.144795,0.116531,-0.110770,-0.008071,0.034559,0.000965,0.000000,-5.125708,6.965641,17.473811,1.451038,0.257333,0.018209,-2.944325,-1.748005,-1.831333,-0.670907,-1.349729,1.050315,0.704742,-0.145395,-0.624688,-1.155450,0.421056,0.209930,-0.664084,-0.034398
3.115000,-0.721490,-0.396819,-0.865788,-1.880461,-1.731575,2.746248,1.224265,-0.716576,-0.393896,-0.862725,-1.879345,-1.704592,2.739250,1.210158,-0.330986,-0.182042,-0.397184,-0.142063,-0.794367,0.539246,0.921896,-0.321403,-0.170651,-0.379275,-0.148917,-0.807560,0.557209,0.919685,-2.175234,-6.385000,6.546021,17.487993,0.764531,0.783563,0.172707,-3.157992,-2.213226,-2.290381,-0.457511,-1.081277,0.650195,0.738640,-3.427376,-2.323454,-2.733007,-0.326723,-1.085298,0.600610,0.738507,0.280476,0.253729,0.328343,-0.017942,0.012270,0.015247,-0.000824,-0.011093,-0.143501,0.114283,-0.112846,-0.008249,0.034339,0.000958,-0.000000,-5.114038,6.970783,17.472287,1.451383,0.256689,0.018187,-2.948220,-1.753861,-1.837581,-0.669443,-1.349146,1.049691,0.705338,-0.479155,-0.569592,-0.895426,0.342720,0.263848,-0.449082,0.033168
3.116000,-0.721821,-0.397001,-0.866185,-1.880603,-1.732369,2.746787,1.225187,-0.716899,-0.394073,-0.863118,-1.879491,-1.705400,2.739798,1.211077,-0.330848,-0.181966,-0.397017,-0.142003,-0.794034,0.539020,0.921510,-0.319609,-0.168954,-0.381280,-0.148958,-0.807305,0.552480,0.911536,-2.175234,-6.385000,6.518250,17.610979,0.735235,0.849481,0.126015,-3.246282,-2.298055,-2.185166,-0.448816,-1.078881,0.761521,0.855235,-3.514976,-2.407279,-2.626931,-0.318986,-1.083020,0.711956,0.855097,0.280878,0.254087,0.328800,-0.017950,0.012305,0.015254,-0.000826,-0.012184,-0.144863,0.112965,-0.111879,-0.008165,0.034311,0.000964,0.000000,-5.102109,6.976047,17.470730,1.451733,0.256050,0.018164,-2.953064,-1.756681,-1.840057,-0.666712,-1.348445,1.048448,0.705485,-0.561912,-0.650598,-0.786874,0.347726,0.265424,-0.336491,0.149612
